 0.9                   0
 0.9            0.154508
0.154508            0.154508
0.154508            0.233282
0.233282            0.233282
0.233282            0.334506
0.334506            0.334506
0.334506            0.433931
0.433931            0.433931
0.433931            0.489268
0.489268            0.489268
0.489268            0.499716
0.499716            0.499716
0.499716                 0.5
 0.5                 0.5
 0.5                 0.5
 0.5                 0.5
 0.5                 0.5
 0.5                 0.5
 0.5                 0.5
 0.5                 0.5
 0.5                 0.5
 0.5                 0.5
 0.5                 0.5
 0.5                 0.5
 0.5                 0.5
 0.5                 0.5
 0.5                 0.5
 0.5                 0.5
 0.5                 0.5
 0.5                 0.5
 0.5                 0.5
 0.5                 0.5
 0.5                 0.5
 0.5                 0.5
 0.5                 0.5
 0.5                 0.5
 0.5                 0.5
 0.5                 0.5
 0.5                 0.5
 0.5                 0.5
